boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Queens,11435,Chicken,2024-11-12,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Re-inspection,40.701664818994,-73.807907811218,27,021200,2024,1,0,0
Queens,11435,Chicken,2024-11-12,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.701664818994,-73.807907811218,27,021200,2024,1,0,0
Queens,11435,Chicken,2024-11-12,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Re-inspection,40.701664818994,-73.807907811218,27,021200,2024,1,0,0
Queens,11435,Chicken,2025-06-30,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Re-inspection,40.701751937688,-73.807481984805,27,021200,2025,1,0,0
Queens,11435,Chicken,2025-06-30,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Re-inspection,40.701751937688,-73.807481984805,27,021200,2025,1,0,0
Queens,11435,Chinese,2024-06-04,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Initial Inspection,40.691379360555,-73.797880423272,28,019600,2024,1,0,0
Queens,11435,Chinese,2024-06-04,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.691379360555,-73.797880423272,28,019600,2024,1,0,0
Queens,11435,Chinese,2024-06-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.691379360555,-73.797880423272,28,019600,2024,1,0,0
Queens,11435,Chinese,2024-06-04,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,A,Cycle Inspection / Initial Inspection,40.691379360555,-73.797880423272,28,019600,2024,1,0,0
Queens,11435,Chinese,2024-08-12,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Cycle Inspection / Re-inspection,40.701786824911,-73.80864680408,27,021200,2024,1,0,0
Queens,11435,Chinese,2024-08-12,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Re-inspection,40.701786824911,-73.80864680408,27,021200,2024,1,0,0
Queens,11435,Chinese,2024-08-29,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Re-inspection,40.707361997861,-73.817388211723,24,021400,2024,1,1,0
Queens,11435,Chinese,2024-08-29,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.707361997861,-73.817388211723,24,021400,2024,1,0,0
Queens,11435,Chinese,2024-08-29,Violations were cited in the following area(s).,09B,Thawing procedure improper.,A,Cycle Inspection / Re-inspection,40.707361997861,-73.817388211723,24,021400,2024,1,0,0
Queens,11435,Chinese,2024-10-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.701937611401,-73.805281436966,24,024000,2024,1,0,0
Queens,11435,Chinese,2024-11-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.698206484402,-73.806327404673,28,020800,2024,1,0,0
Queens,11435,Chinese,2025-01-09,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.704406057634,-73.809075668254,27,023800,2025,1,0,0
Queens,11435,Chinese,2025-03-07,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.698217518285,-73.806359829836,27,020800,2025,1,0,0
Queens,11435,Chinese,2025-03-07,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",A,Cycle Inspection / Initial Inspection,40.698217518285,-73.806359829836,27,020800,2025,1,0,0
Queens,11435,Chinese,2025-03-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.698217518285,-73.806359829836,27,020800,2025,1,0,0
Queens,11435,Chinese,2025-03-07,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,A,Cycle Inspection / Initial Inspection,40.698217518285,-73.806359829836,27,020800,2025,1,0,0
Queens,11435,Chinese,2025-09-29,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,A,Cycle Inspection / Initial Inspection,40.705539055084,-73.810370847379,27,023800,2025,1,1,0
Queens,11435,Chinese,2025-09-29,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.705539055084,-73.810370847379,27,023800,2025,1,0,0
Queens,11435,Chinese,2025-09-29,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",A,Cycle Inspection / Initial Inspection,40.705539055084,-73.810370847379,27,023800,2025,1,0,0
Queens,11435,Chinese,2025-10-03,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",A,Cycle Inspection / Re-inspection,40.705065281099,-73.809362312343,24,023800,2025,1,0,0
Queens,11435,Chinese,2025-10-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.705065281099,-73.809362312343,24,023800,2025,1,0,0
Queens,11435,Coffee/Tea,2025-01-13,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,A,Cycle Inspection / Initial Inspection,40.708235927881,-73.818074728981,24,021400,2025,1,0,0
Queens,11435,Coffee/Tea,2025-01-13,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.708235927881,-73.818074728981,24,021400,2025,1,0,0
Queens,11435,Coffee/Tea,2025-01-16,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Initial Inspection,40.703694610719,-73.808745900202,27,024000,2025,1,0,0
Queens,11435,Coffee/Tea,2025-01-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.703694610719,-73.808745900202,27,024000,2025,1,0,0
Queens,11435,Coffee/Tea,2025-01-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.703694610719,-73.808745900202,27,024000,2025,1,0,0
